minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:stripped_oak_wood                       | [block] "Stripped Oak Wood"
minecraft:stripped_pale_oak_log                   | [block] "Stripped Pale Oak Log"
minecraft:stripped_pale_oak_wood                  | [block] "Stripped Pale Oak Wood"
minecraft:stripped_spruce_log                     | [block] "Stripped Spruce Log"
minecraft:stripped_spruce_wood                    | [block] "Stripped Spruce Wood"
minecraft:stripped_warped_hyphae                  | [block] "Stripped Warped Hyphae"
minecraft:stripped_warped_stem                    | [block] "Stripped Warped Stem"
minecraft:structure_block                         | [block] "Structure Block"
minecraft:structure_void                          | [block] "Structure Void"
minecraft:sugar_cane                              | [block] "Sugar Cane"
minecraft:sunflower                               | [block] "Sunflower"
minecraft:suspicious_gravel                       | [block] "Suspicious Gravel"
minecraft:suspicious_sand                         | [block] "Suspicious Sand"
minecraft:sweet_berry_bush                        | [block] "Sweet Berry Bush"
minecraft:tall_dry_grass                          | [block] "Tall Dry Grass"
minecraft:tall_grass                              | [block] "Tall Grass"
minecraft:tall_seagrass                           | [block] "Tall Seagrass"
minecraft:target                                  | [block] "Target"
minecraft:terracotta                              | [block] "Terracotta"
minecraft:test_block                              | [block] "Test Block"
minecraft:test_instance_block                     | [block] "Test Instance Block"
minecraft:tinted_glass                            | [block] "Tinted Glass"
minecraft:tnt                                     | [block] "TNT"
minecraft:torch                                   | [block] "Torch"
minecraft:torchflower                             | [block] "Torchflower"
minecraft:torchflower_crop                        | [block] "Torchflower Crop"
minecraft:trapped_chest                           | [block] "Trapped Chest"
minecraft:trial_spawner                           | [block] "Trial Spawner"
minecraft:tripwire                                | [block] "Tripwire"
minecraft:tripwire_hook                           | [block] "Tripwire Hook"
minecraft:tube_coral                              | [block] "Tube Coral"
minecraft:tube_coral_block                        | [block] "Tube Coral Block"
minecraft:tube_coral_fan                          | [block] "Tube Coral Fan"
minecraft:tube_coral_wall_fan                     | [block] "Tube Coral Wall Fan"
minecraft:tuff                                    | [block] "Tuff"
minecraft:tuff_brick_slab                         | [block] "Tuff Brick Slab"
minecraft:tuff_brick_stairs                       | [block] "Tuff Brick Stairs"
minecraft:tuff_brick_wall                         | [block] "Tuff Brick Wall"
minecraft:tuff_bricks                             | [block] "Tuff Bricks"
minecraft:tuff_slab                               | [block] "Tuff Slab"
minecraft:tuff_stairs                             | [block] "Tuff Stairs"
minecraft:tuff_wall                               | [block] "Tuff Wall"
minecraft:turtle_egg                              | [block] "Turtle Egg"
minecraft:twisting_vines                          | [block] "Twisting Vines"
minecraft:twisting_vines_plant                    | [block] "Twisting Vines Plant"
minecraft:vault                                   | [block] "Vault"
minecraft:verdant_froglight                       | [block] "Verdant Froglight"
minecraft:vine                                    | [block] "Vines"
minecraft:void_air                                | [block] "Void Air"
minecraft:wall_torch                              | [block] "Wall Torch"
minecraft:warped_button                           | [block] "Warped Button"
minecraft:warped_door                             | [block] "Warped Door"
minecraft:warped_fence                            | [block] "Warped Fence"
minecraft:warped_fence_gate                       | [block] "Warped Fence Gate"
minecraft:warped_fungus                           | [block] "Warped Fungus"
minecraft:warped_hanging_sign                     | [block] "Warped Hanging Sign"
minecraft:warped_hyphae                           | [block] "Warped Hyphae"
minecraft:warped_nylium                           | [block] "Warped Nylium"
minecraft:warped_planks                           | [block] "Warped Planks"
minecraft:warped_pressure_plate                   | [block] "Warped Pressure Plate"
minecraft:warped_roots                            | [block] "Warped Roots"
minecraft:warped_sign                             | [block] "Warped Sign"
minecraft:warped_slab                             | [block] "Warped Slab"
minecraft:warped_stairs                           | [block] "Warped Stairs"
minecraft:warped_stem                             | [block] "Warped Stem"
minecraft:warped_trapdoor                         | [block] "Warped Trapdoor"
minecraft:warped_wall_hanging_sign                | [block] "Warped Wall Hanging Sign"
minecraft:warped_wall_sign                        | [block] "Warped Wall Sign"
minecraft:warped_wart_block                       | [block] "Warped Wart Block"
minecraft:water                                   | [block] "Water"
minecraft:water_cauldron                          | [block] "Water Cauldron"
minecraft:waxed_chiseled_copper                   | [block] "Waxed Chiseled Copper"
minecraft:waxed_copper_block                      | [block] "Waxed Block of Copper"
minecraft:waxed_copper_bulb                       | [block] "Waxed Copper Bulb"
minecraft:waxed_copper_door                       | [block] "Waxed Copper Door"
minecraft:waxed_copper_grate                      | [block] "Waxed Copper Grate"
minecraft:waxed_copper_trapdoor                   | [block] "Waxed Copper Trapdoor"
minecraft:waxed_cut_copper                        | [block] "Waxed Cut Copper"
minecraft:waxed_cut_copper_slab                   | [block] "Waxed Cut Copper Slab"
minecraft:waxed_cut_copper_stairs                 | [block] "Waxed Cut Copper Stairs"
minecraft:waxed_exposed_chiseled_copper           | [block] "Waxed Exposed Chiseled Copper"
minecraft:waxed_exposed_copper                    | [block] "Waxed Exposed Copper"
minecraft:waxed_exposed_copper_bulb               | [block] "Waxed Exposed Copper Bulb"
minecraft:waxed_exposed_copper_door               | [block] "Waxed Exposed Copper Door"
minecraft:waxed_exposed_copper_grate              | [block] "Waxed Exposed Copper Grate"
minecraft:waxed_exposed_copper_trapdoor           | [block] "Waxed Exposed Copper Trapdoor"
minecraft:waxed_exposed_cut_copper                | [block] "Waxed Exposed Cut Copper"
minecraft:waxed_exposed_cut_copper_slab           | [block] "Waxed Exposed Cut Copper Slab"
minecraft:waxed_exposed_cut_copper_stairs         | [block] "Waxed Exposed Cut Copper Stairs"
minecraft:waxed_oxidized_chiseled_copper          | [block] "Waxed Oxidized Chiseled Copper"
minecraft:waxed_oxidized_copper                   | [block] "Waxed Oxidized Copper"
minecraft:waxed_oxidized_copper_bulb              | [block] "Waxed Oxidized Copper Bulb"
minecraft:waxed_oxidized_copper_door              | [block] "Waxed Oxidized Copper Door"
minecraft:waxed_oxidized_copper_grate             | [block] "Waxed Oxidized Copper Grate"
minecraft:waxed_oxidized_copper_trapdoor          | [block] "Waxed Oxidized Copper Trapdoor"
minecraft:waxed_oxidized_cut_copper               | [block] "Waxed Oxidized Cut Copper"
minecraft:waxed_oxidized_cut_copper_slab          | [block] "Waxed Oxidized Cut Copper Slab"
minecraft:waxed_oxidized_cut_copper_stairs        | [block] "Waxed Oxidized Cut Copper Stairs"
minecraft:waxed_weathered_chiseled_copper         | [block] "Waxed Weathered Chiseled Copper"
minecraft:waxed_weathered_copper                  | [block] "Waxed Weathered Copper"
minecraft:waxed_weathered_copper_bulb             | [block] "Waxed Weathered Copper Bulb"
minecraft:waxed_weathered_copper_door             | [block] "Waxed Weathered Copper Door"
minecraft:waxed_weathered_copper_grate            | [block] "Waxed Weathered Copper Grate"
minecraft:waxed_weathered_copper_trapdoor         | [block] "Waxed Weathered Copper Trapdoor"
minecraft:waxed_weathered_cut_copper              | [block] "Waxed Weathered Cut Copper"
minecraft:waxed_weathered_cut_copper_slab         | [block] "Waxed Weathered Cut Copper Slab"
minecraft:waxed_weathered_cut_copper_stairs       | [block] "Waxed Weathered Cut Copper Stairs"
minecraft:weathered_chiseled_copper               | [block] "Weathered Chiseled Copper"
minecraft:weathered_copper                        | [block] "Weathered Copper"
minecraft:weathered_copper_bulb                   | [block] "Weathered Copper Bulb"
minecraft:weathered_copper_door                   | [block] "Weathered Copper Door"
minecraft:weathered_copper_grate                  | [block] "Weathered Copper Grate"
minecraft:weathered_copper_trapdoor               | [block] "Weathered Copper Trapdoor"
minecraft:weathered_cut_copper                    | [block] "Weathered Cut Copper"
minecraft:weathered_cut_copper_slab               | [block] "Weathered Cut Copper Slab"
minecraft:weathered_cut_copper_stairs             | [block] "Weathered Cut Copper Stairs"
minecraft:weeping_vines                           | [block] "Weeping Vines"
minecraft:weeping_vines_plant                     | [block] "Weeping Vines Plant"
minecraft:wet_sponge                              | [block] "Wet Sponge"
minecraft:wheat                                   | [block] "Wheat Crops"
minecraft:white_banner                            | [block] "White Banner"
minecraft:white_bed                               | [block] "White Bed"
minecraft:white_candle                            | [block] "White Candle"
minecraft:white_candle_cake                       | [block] "Cake with White Candle"
minecraft:white_carpet                            | [block] "White Carpet"
minecraft:white_concrete                          | [block] "White Concrete"
minecraft:white_concrete_powder                   | [block] "White Concrete Powder"
minecraft:white_glazed_terracotta                 | [block] "White Glazed Terracotta"
minecraft:white_shulker_box                       | [block] "White Shulker Box"
minecraft:white_stained_glass                     | [block] "White Stained Glass"
minecraft:white_stained_glass_pane                | [block] "White Stained Glass Pane"
minecraft:white_terracotta                        | [block] "White Terracotta"
minecraft:white_tulip                             | [block] "White Tulip"
minecraft:white_wool                              | [block] "White Wool"
minecraft:wildflowers                             | [block] "Wildflowers"
minecraft:wither_rose                             | [block] "Wither Rose"
minecraft:wither_skeleton_skull                   | [block] "Wither Skeleton Skull"
minecraft:wither_skeleton_wall_skull              | [block] "Wither Skeleton Wall Skull"
minecraft:yellow_banner                           | [block] "Yellow Banner"
minecraft:yellow_bed                              | [block] "Yellow Bed"
minecraft:yellow_candle                           | [block] "Yellow Candle"
minecraft:yellow_candle_cake                      | [block] "Cake with Yellow Candle"
minecraft:yellow_carpet                           | [block] "Yellow Carpet"
minecraft:yellow_concrete                         | [block] "Yellow Concrete"
minecraft:yellow_concrete_powder                  | [block] "Yellow Concrete Powder"
minecraft:yellow_glazed_terracotta                | [block] "Yellow Glazed Terracotta"
minecraft:yellow_shulker_box                      | [block] "Yellow Shulker Box"
minecraft:yellow_stained_glass                    | [block] "Yellow Stained Glass"
minecraft:yellow_stained_glass_pane               | [block] "Yellow Stained Glass Pane"
minecraft:yellow_terracotta                       | [block] "Yellow Terracotta"
minecraft:yellow_wool                             | [block] "Yellow Wool"
minecraft:zombie_head                             | [block] "Zombie Head"
minecraft:zombie_wall_head                        | [block] "Zombie Wall Head"
minecraft:acacia_boat                             | [item] "Acacia Boat"
minecraft:acacia_chest_boat                       | [item] "Acacia Boat with Chest"
minecraft:allay_spawn_egg                         | [item] "Allay Spawn Egg"
minecraft:amethyst_shard                          | [item] "Amethyst Shard"
minecraft:angler_pottery_shard                    | [item] "Angler Pottery Shard"
minecraft:angler_pottery_sherd                    | [item] "Angler Pottery Sherd"
minecraft:apple                                   | [item] "Apple"
minecraft:archer_pottery_shard                    | [item] "Archer Pottery Shard"
minecraft:archer_pottery_sherd                    | [item] "Archer Pottery Sherd"
minecraft:armadillo_scute                         | [item] "Armadillo Scute"
minecraft:armadillo_spawn_egg                     | [item] "Armadillo Spawn Egg"
minecraft:armor_stand                             | [item] "Armor Stand"
minecraft:arms_up_pottery_shard                   | [item] "Arms Up Pottery Shard"
minecraft:arms_up_pottery_sherd                   | [item] "Arms Up Pottery Sherd"
minecraft:arrow                                   | [item] "Arrow"
minecraft:axolotl_bucket                          | [item] "Bucket of Axolotl"
minecraft:axolotl_spawn_egg                       | [item] "Axolotl Spawn Egg"
minecraft:baked_potato                            | [item] "Baked Potato"
minecraft:bamboo_chest_raft                       | [item] "Bamboo Raft with Chest"
minecraft:bamboo_raft                             | [item] "Bamboo Raft"
minecraft:bat_spawn_egg                           | [item] "Bat Spawn Egg"
minecraft:bee_spawn_egg                           | [item] "Bee Spawn Egg"
minecraft:beef                                    | [item] "Raw Beef"
minecraft:beetroot                                | [item] "Beetroot"
minecraft:beetroot_seeds                          | [item] "Beetroot Seeds"
minecraft:beetroot_soup                           | [item] "Beetroot Soup"
minecraft:birch_boat                              | [item] "Birch Boat"
minecraft:birch_chest_boat                        | [item] "Birch Boat with Chest"
minecraft:black_bundle                            | [item] "Black Bundle"
minecraft:black_dye                               | [item] "Black Dye"
minecraft:blade_pottery_shard                     | [item] "Blade Pottery Shard"
minecraft:blade_pottery_sherd                     | [item] "Blade Pottery Sherd"
minecraft:blaze_powder                            | [item] "Blaze Powder"
minecraft:blaze_rod                               | [item] "Blaze Rod"
minecraft:blaze_spawn_egg                         | [item] "Blaze Spawn Egg"
minecraft:blue_bundle                             | [item] "Blue Bundle"
minecraft:blue_dye                                | [item] "Blue Dye"
minecraft:blue_egg                                | [item] "Blue Egg"
minecraft:bogged_spawn_egg                        | [item] "Bogged Spawn Egg"
minecraft:bolt_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:bone                                    | [item] "Bone"
minecraft:bone_meal                               | [item] "Bone Meal"
minecraft:book                                    | [item] "Book"
minecraft:bordure_indented_banner_pattern         | [item] "Bordure Indented Banner Pattern"
minecraft:bow                                     | [item] "Bow"
minecraft:bowl                                    | [item] "Bowl"
minecraft:bread                                   | [item] "Bread"
minecraft:breeze_rod                              | [item] "Breeze Rod"
minecraft:breeze_spawn_egg                        | [item] "Breeze Spawn Egg"
minecraft:brewer_pottery_shard                    | [item] "Brewer Pottery Shard"
minecraft:brewer_pottery_sherd                    | [item] "Brewer Pottery Sherd"
minecraft:brewing_stand                           | [item] "Brewing Stand"
minecraft:brick                                   | [item] "Brick"
minecraft:brown_bundle                            | [item] "Brown Bundle"
minecraft:brown_dye                               | [item] "Brown Dye"
minecraft:brown_egg                               | [item] "Brown Egg"
minecraft:brush                                   | [item] "Brush"
minecraft:bucket                                  | [item] "Bucket"
minecraft:bundle                                  | [item] "Bundle"
minecraft:burn_pottery_shard                      | [item] "Burn Pottery Shard"
minecraft:burn_pottery_sherd                      | [item] "Burn Pottery Sherd"
minecraft:camel_spawn_egg                         | [item] "Camel Spawn Egg"
minecraft:carrot                                  | [item] "Carrot"
minecraft:carrot_on_a_stick                       | [item] "Carrot on a Stick"
minecraft:cat_spawn_egg                           | [item] "Cat Spawn Egg"
minecraft:cauldron                                | [item] "Cauldron"
minecraft:cave_spider_spawn_egg                   | [item] "Cave Spider Spawn Egg"
minecraft:chainmail_boots                         | [item] "Chainmail Boots"
minecraft:chainmail_chestplate                    | [item] "Chainmail Chestplate"
minecraft:chainmail_helmet                        | [item] "Chainmail Helmet"
minecraft:chainmail_leggings                      | [item] "Chainmail Leggings"
minecraft:charcoal                                | [item] "Charcoal"
minecraft:cherry_boat                             | [item] "Cherry Boat"
minecraft:cherry_chest_boat                       | [item] "Cherry Boat with Chest"
minecraft:chest_minecart                          | [item] "Minecart with Chest"
minecraft:chicken                                 | [item] "Raw Chicken"
minecraft:chicken_spawn_egg                       | [item] "Chicken Spawn Egg"
minecraft:chorus_fruit                            | [item] "Chorus Fruit"
minecraft:clay_ball                               | [item] "Clay Ball"
minecraft:clock                                   | [item] "Clock"
minecraft:coal                                    | [item] "Coal"
minecraft:coast_armor_trim_smithing_template      | [item] "Smithing Template"
minecraft:cocoa_beans                             | [item] "Cocoa Beans"
minecraft:cod                                     | [item] "Raw Cod"
minecraft:cod_bucket                              | [item] "Bucket of Cod"
minecraft:cod_spawn_egg                           | [item] "Cod Spawn Egg"
minecraft:command_block_minecart                  | [item] "Minecart with Command Block"
minecraft:compass                                 | [item] "Compass"
minecraft:cooked_beef                             | [item] "Steak"
minecraft:cooked_chicken                          | [item] "Cooked Chicken"
minecraft:cooked_cod                              | [item] "Cooked Cod"
minecraft:cooked_mutton                           | [item] "Cooked Mutton"
minecraft:cooked_porkchop                         | [item] "Cooked Porkchop"
minecraft:cooked_rabbit                           | [item] "Cooked Rabbit"
minecraft:cooked_salmon                           | [item] "Cooked Salmon"
minecraft:cookie                                  | [item] "Cookie"
minecraft:copper_ingot                            | [item] "Copper Ingot"
minecraft:cow_spawn_egg                           | [item] "Cow Spawn Egg"
minecraft:creaking_spawn_egg                      | [item] "Creaking Spawn Egg"
minecraft:creeper_banner_pattern                  | [item] "Banner Pattern"
minecraft:creeper_spawn_egg                       | [item] "Creeper Spawn Egg"
minecraft:crossbow                                | [item] "Crossbow"
minecraft:cyan_bundle                             | [item] "Cyan Bundle"
minecraft:cyan_dye                                | [item] "Cyan Dye"
minecraft:danger_pottery_shard                    | [item] "Danger Pottery Shard"
minecraft:danger_pottery_sherd                    | [item] "Danger Pottery Sherd"
minecraft:dark_oak_boat                           | [item] "Dark Oak Boat"
minecraft:dark_oak_chest_boat                     | [item] "Dark Oak Boat with Chest"
minecraft:debug_stick                             | [item] "Debug Stick"
minecraft:diamond                                 | [item] "Diamond"
minecraft:diamond_axe                             | [item] "Diamond Axe"
minecraft:diamond_boots                           | [item] "Diamond Boots"
minecraft:diamond_chestplate                      | [item] "Diamond Chestplate"
minecraft:diamond_helmet                          | [item] "Diamond Helmet"
minecraft:diamond_hoe                             | [item] "Diamond Hoe"
minecraft:diamond_horse_armor                     | [item] "Diamond Horse Armor"
minecraft:diamond_leggings                        | [item] "Diamond Leggings"
minecraft:diamond_pickaxe                         | [item] "Diamond Pickaxe"
minecraft:diamond_shovel                          | [item] "Diamond Shovel"
minecraft:diamond_sword                           | [item] "Diamond Sword"
minecraft:disc_fragment_5                         | [item] "Disc Fragment"
minecraft:dolphin_spawn_egg                       | [item] "Dolphin Spawn Egg"
minecraft:donkey_spawn_egg                        | [item] "Donkey Spawn Egg"
minecraft:dragon_breath                           | [item] "Dragon's Breath"
minecraft:dried_kelp                              | [item] "Dried Kelp"
minecraft:drowned_spawn_egg                       | [item] "Drowned Spawn Egg"
minecraft:dune_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:echo_shard                              | [item] "Echo Shard"
minecraft:egg                                     | [item] "Egg"
minecraft:elder_guardian_spawn_egg                | [item] "Elder Guardian Spawn Egg"
minecraft:elytra                                  | [item] "Elytra"
minecraft:emerald                                 | [item] "Emerald"
minecraft:enchanted_book                          | [item] "Enchanted Book"
minecraft:enchanted_golden_apple                  | [item] "Enchanted Golden Apple"
minecraft:end_crystal                             | [item] "End Crystal"
minecraft:ender_dragon_spawn_egg                  | [item] "Ender Dragon Spawn Egg"
minecraft:ender_eye                               | [item] "Eye of Ender"
minecraft:ender_pearl                             | [item] "Ender Pearl"
minecraft:enderman_spawn_egg                      | [item] "Enderman Spawn Egg"
minecraft:endermite_spawn_egg                     | [item] "Endermite Spawn Egg"
minecraft:evoker_spawn_egg                        | [item] "Evoker Spawn Egg"
minecraft:experience_bottle                       | [item] "Bottle o' Enchanting"
minecraft:explorer_pottery_shard                  | [item] "Explorer Pottery Shard"
minecraft:explorer_pottery_sherd                  | [item] "Explorer Pottery Sherd"
minecraft:eye_armor_trim_smithing_template        | [item] "Smithing Template"
minecraft:feather                                 | [item] "Feather"
minecraft:fermented_spider_eye                    | [item] "Fermented Spider Eye"
minecraft:field_masoned_banner_pattern            | [item] "Field Masoned Banner Pattern"
minecraft:filled_map                              | [item] "Map"
minecraft:fire_charge                             | [item] "Fire Charge"
minecraft:firework_rocket                         | [item] "Firework Rocket"
minecraft:firework_star                           | [item] "Firework Star"
minecraft:fishing_rod                             | [item] "Fishing Rod"
minecraft:flint                                   | [item] "Flint"
minecraft:flint_and_steel                         | [item] "Flint and Steel"
minecraft:flow_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:flow_banner_pattern                     | [item] "Banner Pattern"
minecraft:flow_pottery_sherd                      | [item] "Flow Pottery Sherd"
minecraft:flower_banner_pattern                   | [item] "Banner Pattern"
minecraft:flower_pot                              | [item] "Flower Pot"
minecraft:fox_spawn_egg                           | [item] "Fox Spawn Egg"
minecraft:friend_pottery_shard                    | [item] "Friend Pottery Shard"
minecraft:friend_pottery_sherd                    | [item] "Friend Pottery Sherd"
minecraft:frog_spawn_egg                          | [item] "Frog Spawn Egg"
minecraft:furnace_minecart                        | [item] "Minecart with Furnace"
minecraft:ghast_spawn_egg                         | [item] "Ghast Spawn Egg"
minecraft:ghast_tear                              | [item] "Ghast Tear"
minecraft:glass_bottle                            | [item] "Glass Bottle"
minecraft:glistering_melon_slice                  | [item] "Glistering Melon Slice"
minecraft:globe_banner_pattern                    | [item] "Banner Pattern"
minecraft:glow_berries                            | [item] "Glow Berries"
minecraft:glow_ink_sac                            | [item] "Glow Ink Sac"
minecraft:glow_item_frame                         | [item] "Glow Item Frame"
minecraft:glow_squid_spawn_egg                    | [item] "Glow Squid Spawn Egg"
minecraft:glowstone_dust                          | [item] "Glowstone Dust"
minecraft:goat_horn                               | [item] "Goat Horn"
minecraft:goat_spawn_egg                          | [item] "Goat Spawn Egg"
minecraft:gold_ingot                              | [item] "Gold Ingot"
minecraft:gold_nugget                             | [item] "Gold Nugget"
minecraft:golden_apple                            | [item] "Golden Apple"
minecraft:golden_axe                              | [item] "Golden Axe"
minecraft:golden_boots                            | [item] "Golden Boots"
minecraft:golden_carrot                           | [item] "Golden Carrot"
minecraft:golden_chestplate                       | [item] "Golden Chestplate"
minecraft:golden_helmet                           | [item] "Golden Helmet"
minecraft:golden_hoe                              | [item] "Golden Hoe"
minecraft:golden_horse_armor                      | [item] "Golden Horse Armor"
minecraft:golden_leggings                         | [item] "Golden Leggings"
minecraft:golden_pickaxe                          | [item] "Golden Pickaxe"
minecraft:golden_shovel                           | [item] "Golden Shovel"
minecraft:golden_sword                            | [item] "Golden Sword"
minecraft:gray_bundle                             | [item] "Gray Bundle"
minecraft:gray_dye                                | [item] "Gray Dye"
minecraft:green_bundle                            | [item] "Green Bundle"
minecraft:green_dye                               | [item] "Green Dye"
minecraft:guardian_spawn_egg                      | [item] "Guardian Spawn Egg"
minecraft:gunpowder                               | [item] "Gunpowder"
minecraft:guster_banner_pattern                   | [item] "Banner Pattern"
minecraft:guster_pottery_sherd                    | [item] "Guster Pottery Sherd"
minecraft:heart_of_the_sea                        | [item] "Heart of the Sea"
minecraft:heart_pottery_shard                     | [item] "Heart Pottery Shard"
minecraft:heart_pottery_sherd                     | [item] "Heart Pottery Sherd"
minecraft:heartbreak_pottery_shard                | [item] "Heartbreak Pottery Shard"
minecraft:heartbreak_pottery_sherd                | [item] "Heartbreak Pottery Sherd"
minecraft:hoglin_spawn_egg                        | [item] "Hoglin Spawn Egg"
minecraft:honey_bottle                            | [item] "Honey Bottle"
minecraft:honeycomb                               | [item] "Honeycomb"
minecraft:hopper_minecart                         | [item] "Minecart with Hopper"
minecraft:horse_spawn_egg                         | [item] "Horse Spawn Egg"
minecraft:host_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:howl_pottery_shard                      | [item] "Howl Pottery Shard"
minecraft:howl_pottery_sherd                      | [item] "Howl Pottery Sherd"
minecraft:husk_spawn_egg                          | [item] "Husk Spawn Egg"
minecraft:ink_sac                                 | [item] "Ink Sac"
minecraft:iron_axe                                | [item] "Iron Axe"
minecraft:iron_boots                              | [item] "Iron Boots"
minecraft:iron_chestplate                         | [item] "Iron Chestplate"
minecraft:iron_golem_spawn_egg                    | [item] "Iron Golem Spawn Egg"
minecraft:iron_helmet                             | [item] "Iron Helmet"
minecraft:iron_hoe                                | [item] "Iron Hoe"
minecraft:iron_horse_armor                        | [item] "Iron Horse Armor"
minecraft:iron_ingot                              | [item] "Iron Ingot"
minecraft:iron_leggings                           | [item] "Iron Leggings"
minecraft:iron_nugget                             | [item] "Iron Nugget"
minecraft:iron_pickaxe                            | [item] "Iron Pickaxe"
minecraft:iron_shovel                             | [item] "Iron Shovel"
minecraft:iron_sword                              | [item] "Iron Sword"
minecraft:item_frame                              | [item] "Item Frame"
minecraft:jungle_boat                             | [item] "Jungle Boat"
minecraft:jungle_chest_boat                       | [item] "Jungle Boat with Chest"
minecraft:knowledge_book                          | [item] "Knowledge Book"
minecraft:lapis_lazuli                            | [item] "Lapis Lazuli"
minecraft:lava_bucket                             | [item] "Lava Bucket"
minecraft:lead                                    | [item] "Lead"
minecraft:leather                                 | [item] "Leather"
minecraft:leather_boots                           | [item] "Leather Boots"
minecraft:leather_chestplate                      | [item] "Leather Tunic"
minecraft:leather_helmet                          | [item] "Leather Cap"
minecraft:leather_horse_armor                     | [item] "Leather Horse Armor"
minecraft:leather_leggings                        | [item] "Leather Pants"
minecraft:light_blue_bundle                       | [item] "Light Blue Bundle"
minecraft:light_blue_dye                          | [item] "Light Blue Dye"
minecraft:light_gray_bundle                       | [item] "Light Gray Bundle"
minecraft:light_gray_dye                          | [item] "Light Gray Dye"
minecraft:lime_bundle                             | [item] "Lime Bundle"
minecraft:lime_dye                                | [item] "Lime Dye"
minecraft:lingering_potion                        | [item] "Lingering Potion"
minecraft:llama_spawn_egg                         | [item] "Llama Spawn Egg"
minecraft:lodestone_compass                       | [item] "Lodestone Compass"
minecraft:mace                                    | [item] "Mace"
minecraft:magenta_bundle                          | [item] "Magenta Bundle"
minecraft:magenta_dye                             | [item] "Magenta Dye"
minecraft:magma_cream                             | [item] "Magma Cream"
minecraft:magma_cube_spawn_egg                    | [item] "Magma Cube Spawn Egg"
minecraft:mangrove_boat                           | [item] "Mangrove Boat"
minecraft:mangrove_chest_boat                     | [item] "Mangrove Boat with Chest"
minecraft:map                                     | [item] "Empty Map"
minecraft:melon_seeds                             | [item] "Melon Seeds"
minecraft:melon_slice                             | [item] "Melon Slice"
minecraft:milk_bucket                             | [item] "Milk Bucket"
minecraft:minecart                                | [item] "Minecart"
minecraft:miner_pottery_shard                     | [item] "Miner Pottery Shard"
minecraft:miner_pottery_sherd                     | [item] "Miner Pottery Sherd"
minecraft:mojang_banner_pattern                   | [item] "Banner Pattern"
minecraft:mooshroom_spawn_egg                     | [item] "Mooshroom Spawn Egg"
minecraft:mourner_pottery_shard                   | [item] "Mourner Pottery Shard"
minecraft:mourner_pottery_sherd                   | [item] "Mourner Pottery Sherd"
minecraft:mule_spawn_egg                          | [item] "Mule Spawn Egg"
minecraft:mushroom_stew                           | [item] "Mushroom Stew"
minecraft:music_disc_5                            | [item] "Music Disc"
minecraft:music_disc_11                           | [item] "Music Disc"
minecraft:music_disc_13                           | [item] "Music Disc"
minecraft:music_disc_blocks                       | [item] "Music Disc"
minecraft:music_disc_cat                          | [item] "Music Disc"
minecraft:music_disc_chirp                        | [item] "Music Disc"
minecraft:music_disc_creator                      | [item] "Music Disc"
minecraft:music_disc_creator_music_box            | [item] "Music Disc"
minecraft:music_disc_far                          | [item] "Music Disc"
minecraft:music_disc_mall                         | [item] "Music Disc"
minecraft:music_disc_mellohi                      | [item] "Music Disc"
minecraft:music_disc_otherside                    | [item] "Music Disc"
minecraft:music_disc_pigstep                      | [item] "Music Disc"
minecraft:music_disc_precipice                    | [item] "Music Disc"
minecraft:music_disc_relic                        | [item] "Music Disc"
minecraft:music_disc_stal                         | [item] "Music Disc"
minecraft:music_disc_strad                        | [item] "Music Disc"
minecraft:music_disc_wait                         | [item] "Music Disc"
minecraft:music_disc_ward                         | [item] "Music Disc"
minecraft:mutton                                  | [item] "Raw Mutton"
minecraft:name_tag                                | [item] "Name Tag"
minecraft:nautilus_shell                          | [item] "Nautilus Shell"
minecraft:nether_brick                            | [item] "Nether Brick"
minecraft:nether_star                             | [item] "Nether Star"
minecraft:nether_wart                             | [item] "Nether Wart"
minecraft:netherite_axe                           | [item] "Netherite Axe"
minecraft:netherite_boots                         | [item] "Netherite Boots"
minecraft:netherite_chestplate                    | [item] "Netherite Chestplate"
minecraft:netherite_helmet                        | [item] "Netherite Helmet"
minecraft:netherite_hoe                           | [item] "Netherite Hoe"
minecraft:netherite_ingot                         | [item] "Netherite Ingot"
minecraft:netherite_leggings                      | [item] "Netherite Leggings"
minecraft:netherite_pickaxe                       | [item] "Netherite Pickaxe"
minecraft:netherite_scrap                         | [item] "Netherite Scrap"
minecraft:netherite_shovel                        | [item] "Netherite Shovel"
minecraft:netherite_sword                         | [item] "Netherite Sword"
minecraft:netherite_upgrade_smithing_template     | [item] "Smithing Template"
minecraft:oak_boat                                | [item] "Oak Boat"
minecraft:oak_chest_boat                          | [item] "Oak Boat with Chest"
minecraft:ocelot_spawn_egg                        | [item] "Ocelot Spawn Egg"
minecraft:ominous_bottle                          | [item] "Ominous Bottle"
minecraft:ominous_trial_key                       | [item] "Ominous Trial Key"
minecraft:orange_bundle                           | [item] "Orange Bundle"
minecraft:orange_dye                              | [item] "Orange Dye"
minecraft:painting                                | [item] "Painting"
minecraft:pale_oak_boat                           | [item] "Pale Oak Boat"
minecraft:pale_oak_chest_boat                     | [item] "Pale Oak Boat with Chest"
