minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:mossy_cobblestone_stairs                | [block] "Mossy Cobblestone Stairs"
minecraft:mossy_cobblestone_wall                  | [block] "Mossy Cobblestone Wall"
minecraft:mossy_stone_brick_slab                  | [block] "Mossy Stone Brick Slab"
minecraft:mossy_stone_brick_stairs                | [block] "Mossy Stone Brick Stairs"
minecraft:mossy_stone_brick_wall                  | [block] "Mossy Stone Brick Wall"
minecraft:mossy_stone_bricks                      | [block] "Mossy Stone Bricks"
minecraft:moving_piston                           | [block] "Moving Piston"
minecraft:mud                                     | [block] "Mud"
minecraft:mud_brick_slab                          | [block] "Mud Brick Slab"
minecraft:mud_brick_stairs                        | [block] "Mud Brick Stairs"
minecraft:mud_brick_wall                          | [block] "Mud Brick Wall"
minecraft:mud_bricks                              | [block] "Mud Bricks"
minecraft:muddy_mangrove_roots                    | [block] "Muddy Mangrove Roots"
minecraft:mushroom_stem                           | [block] "Mushroom Stem"
minecraft:mycelium                                | [block] "Mycelium"
minecraft:nether_brick_fence                      | [block] "Nether Brick Fence"
minecraft:nether_brick_slab                       | [block] "Nether Brick Slab"
minecraft:nether_brick_stairs                     | [block] "Nether Brick Stairs"
minecraft:nether_brick_wall                       | [block] "Nether Brick Wall"
minecraft:nether_bricks                           | [block] "Nether Bricks"
minecraft:nether_gold_ore                         | [block] "Nether Gold Ore"
minecraft:nether_portal                           | [block] "Nether Portal"
minecraft:nether_quartz_ore                       | [block] "Nether Quartz Ore"
minecraft:nether_sprouts                          | [block] "Nether Sprouts"
minecraft:nether_wart                             | [block] "Nether Wart"
minecraft:nether_wart_block                       | [block] "Nether Wart Block"
minecraft:netherite_block                         | [block] "Block of Netherite"
minecraft:netherrack                              | [block] "Netherrack"
minecraft:note_block                              | [block] "Note Block"
minecraft:oak_button                              | [block] "Oak Button"
minecraft:oak_door                                | [block] "Oak Door"
minecraft:oak_fence                               | [block] "Oak Fence"
minecraft:oak_fence_gate                          | [block] "Oak Fence Gate"
minecraft:oak_hanging_sign                        | [block] "Oak Hanging Sign"
minecraft:oak_leaves                              | [block] "Oak Leaves"
minecraft:oak_log                                 | [block] "Oak Log"
minecraft:oak_planks                              | [block] "Oak Planks"
minecraft:oak_pressure_plate                      | [block] "Oak Pressure Plate"
minecraft:oak_sapling                             | [block] "Oak Sapling"
minecraft:oak_sign                                | [block] "Oak Sign"
minecraft:oak_slab                                | [block] "Oak Slab"
minecraft:oak_stairs                              | [block] "Oak Stairs"
minecraft:oak_trapdoor                            | [block] "Oak Trapdoor"
minecraft:oak_wall_hanging_sign                   | [block] "Oak Wall Hanging Sign"
minecraft:oak_wall_sign                           | [block] "Oak Wall Sign"
minecraft:oak_wood                                | [block] "Oak Wood"
minecraft:observer                                | [block] "Observer"
minecraft:obsidian                                | [block] "Obsidian"
minecraft:ochre_froglight                         | [block] "Ochre Froglight"
minecraft:ominous_banner                          | [block] "Ominous Banner"
minecraft:open_eyeblossom                         | [block] "Open Eyeblossom"
minecraft:orange_banner                           | [block] "Orange Banner"
minecraft:orange_bed                              | [block] "Orange Bed"
minecraft:orange_candle                           | [block] "Orange Candle"
minecraft:orange_candle_cake                      | [block] "Cake with Orange Candle"
minecraft:orange_carpet                           | [block] "Orange Carpet"
minecraft:orange_concrete                         | [block] "Orange Concrete"
minecraft:orange_concrete_powder                  | [block] "Orange Concrete Powder"
minecraft:orange_glazed_terracotta                | [block] "Orange Glazed Terracotta"
minecraft:orange_shulker_box                      | [block] "Orange Shulker Box"
minecraft:orange_stained_glass                    | [block] "Orange Stained Glass"
minecraft:orange_stained_glass_pane               | [block] "Orange Stained Glass Pane"
minecraft:orange_terracotta                       | [block] "Orange Terracotta"
minecraft:orange_tulip                            | [block] "Orange Tulip"
minecraft:orange_wool                             | [block] "Orange Wool"
minecraft:oxeye_daisy                             | [block] "Oxeye Daisy"
minecraft:oxidized_chiseled_copper                | [block] "Oxidized Chiseled Copper"
minecraft:oxidized_copper                         | [block] "Oxidized Copper"
minecraft:oxidized_copper_bulb                    | [block] "Oxidized Copper Bulb"
minecraft:oxidized_copper_door                    | [block] "Oxidized Copper Door"
minecraft:oxidized_copper_grate                   | [block] "Oxidized Copper Grate"
minecraft:oxidized_copper_trapdoor                | [block] "Oxidized Copper Trapdoor"
minecraft:oxidized_cut_copper                     | [block] "Oxidized Cut Copper"
minecraft:oxidized_cut_copper_slab                | [block] "Oxidized Cut Copper Slab"
minecraft:oxidized_cut_copper_stairs              | [block] "Oxidized Cut Copper Stairs"
minecraft:packed_ice                              | [block] "Packed Ice"
minecraft:packed_mud                              | [block] "Packed Mud"
minecraft:pale_hanging_moss                       | [block] "Pale Hanging Moss"
minecraft:pale_moss_block                         | [block] "Pale Moss Block"
minecraft:pale_moss_carpet                        | [block] "Pale Moss Carpet"
minecraft:pale_oak_button                         | [block] "Pale Oak Button"
minecraft:pale_oak_door                           | [block] "Pale Oak Door"
minecraft:pale_oak_fence                          | [block] "Pale Oak Fence"
minecraft:pale_oak_fence_gate                     | [block] "Pale Oak Fence Gate"
minecraft:pale_oak_hanging_sign                   | [block] "Pale Oak Hanging Sign"
minecraft:pale_oak_leaves                         | [block] "Pale Oak Leaves"
minecraft:pale_oak_log                            | [block] "Pale Oak Log"
minecraft:pale_oak_planks                         | [block] "Pale Oak Planks"
minecraft:pale_oak_pressure_plate                 | [block] "Pale Oak Pressure Plate"
minecraft:pale_oak_sapling                        | [block] "Pale Oak Sapling"
minecraft:pale_oak_sign                           | [block] "Pale Oak Sign"
minecraft:pale_oak_slab                           | [block] "Pale Oak Slab"
minecraft:pale_oak_stairs                         | [block] "Pale Oak Stairs"
minecraft:pale_oak_trapdoor                       | [block] "Pale Oak Trapdoor"
minecraft:pale_oak_wall_hanging_sign              | [block] "Pale Oak Wall Hanging Sign"
minecraft:pale_oak_wall_sign                      | [block] "Pale Oak Wall Sign"
minecraft:pale_oak_wood                           | [block] "Pale Oak Wood"
minecraft:pearlescent_froglight                   | [block] "Pearlescent Froglight"
minecraft:peony                                   | [block] "Peony"
minecraft:petrified_oak_slab                      | [block] "Petrified Oak Slab"
minecraft:piglin_head                             | [block] "Piglin Head"
minecraft:piglin_wall_head                        | [block] "Piglin Wall Head"
minecraft:pink_banner                             | [block] "Pink Banner"
minecraft:pink_bed                                | [block] "Pink Bed"
minecraft:pink_candle                             | [block] "Pink Candle"
minecraft:pink_candle_cake                        | [block] "Cake with Pink Candle"
minecraft:pink_carpet                             | [block] "Pink Carpet"
minecraft:pink_concrete                           | [block] "Pink Concrete"
minecraft:pink_concrete_powder                    | [block] "Pink Concrete Powder"
minecraft:pink_glazed_terracotta                  | [block] "Pink Glazed Terracotta"
minecraft:pink_petals                             | [block] "Pink Petals"
minecraft:pink_shulker_box                        | [block] "Pink Shulker Box"
minecraft:pink_stained_glass                      | [block] "Pink Stained Glass"
minecraft:pink_stained_glass_pane                 | [block] "Pink Stained Glass Pane"
minecraft:pink_terracotta                         | [block] "Pink Terracotta"
minecraft:pink_tulip                              | [block] "Pink Tulip"
minecraft:pink_wool                               | [block] "Pink Wool"
minecraft:piston                                  | [block] "Piston"
minecraft:piston_head                             | [block] "Piston Head"
minecraft:pitcher_crop                            | [block] "Pitcher Crop"
minecraft:pitcher_plant                           | [block] "Pitcher Plant"
minecraft:player_head                             | [block] "Player Head"
minecraft:player_head                             | [block] "%s's Head"
minecraft:player_wall_head                        | [block] "Player Wall Head"
minecraft:podzol                                  | [block] "Podzol"
minecraft:pointed_dripstone                       | [block] "Pointed Dripstone"
minecraft:polished_andesite                       | [block] "Polished Andesite"
minecraft:polished_andesite_slab                  | [block] "Polished Andesite Slab"
minecraft:polished_andesite_stairs                | [block] "Polished Andesite Stairs"
minecraft:polished_basalt                         | [block] "Polished Basalt"
minecraft:polished_blackstone                     | [block] "Polished Blackstone"
minecraft:polished_blackstone_brick_slab          | [block] "Polished Blackstone Brick Slab"
minecraft:polished_blackstone_brick_stairs        | [block] "Polished Blackstone Brick Stairs"
minecraft:polished_blackstone_brick_wall          | [block] "Polished Blackstone Brick Wall"
minecraft:polished_blackstone_bricks              | [block] "Polished Blackstone Bricks"
minecraft:polished_blackstone_button              | [block] "Polished Blackstone Button"
minecraft:polished_blackstone_pressure_plate      | [block] "Polished Blackstone Pressure Plate"
minecraft:polished_blackstone_slab                | [block] "Polished Blackstone Slab"
minecraft:polished_blackstone_stairs              | [block] "Polished Blackstone Stairs"
minecraft:polished_blackstone_wall                | [block] "Polished Blackstone Wall"
minecraft:polished_deepslate                      | [block] "Polished Deepslate"
minecraft:polished_deepslate_slab                 | [block] "Polished Deepslate Slab"
minecraft:polished_deepslate_stairs               | [block] "Polished Deepslate Stairs"
minecraft:polished_deepslate_wall                 | [block] "Polished Deepslate Wall"
minecraft:polished_diorite                        | [block] "Polished Diorite"
minecraft:polished_diorite_slab                   | [block] "Polished Diorite Slab"
minecraft:polished_diorite_stairs                 | [block] "Polished Diorite Stairs"
minecraft:polished_granite                        | [block] "Polished Granite"
minecraft:polished_granite_slab                   | [block] "Polished Granite Slab"
minecraft:polished_granite_stairs                 | [block] "Polished Granite Stairs"
minecraft:polished_tuff                           | [block] "Polished Tuff"
minecraft:polished_tuff_slab                      | [block] "Polished Tuff Slab"
minecraft:polished_tuff_stairs                    | [block] "Polished Tuff Stairs"
minecraft:polished_tuff_wall                      | [block] "Polished Tuff Wall"
minecraft:poppy                                   | [block] "Poppy"
minecraft:potatoes                                | [block] "Potatoes"
minecraft:potted_acacia_sapling                   | [block] "Potted Acacia Sapling"
minecraft:potted_allium                           | [block] "Potted Allium"
minecraft:potted_azalea_bush                      | [block] "Potted Azalea"
minecraft:potted_azure_bluet                      | [block] "Potted Azure Bluet"
minecraft:potted_bamboo                           | [block] "Potted Bamboo"
minecraft:potted_birch_sapling                    | [block] "Potted Birch Sapling"
minecraft:potted_blue_orchid                      | [block] "Potted Blue Orchid"
minecraft:potted_brown_mushroom                   | [block] "Potted Brown Mushroom"
minecraft:potted_cactus                           | [block] "Potted Cactus"
minecraft:potted_cherry_sapling                   | [block] "Potted Cherry Sapling"
minecraft:potted_closed_eyeblossom                | [block] "Potted Closed Eyeblossom"
minecraft:potted_cornflower                       | [block] "Potted Cornflower"
minecraft:potted_crimson_fungus                   | [block] "Potted Crimson Fungus"
minecraft:potted_crimson_roots                    | [block] "Potted Crimson Roots"
minecraft:potted_dandelion                        | [block] "Potted Dandelion"
minecraft:potted_dark_oak_sapling                 | [block] "Potted Dark Oak Sapling"
minecraft:potted_dead_bush                        | [block] "Potted Dead Bush"
minecraft:potted_fern                             | [block] "Potted Fern"
minecraft:potted_flowering_azalea_bush            | [block] "Potted Flowering Azalea"
minecraft:potted_jungle_sapling                   | [block] "Potted Jungle Sapling"
minecraft:potted_lily_of_the_valley               | [block] "Potted Lily of the Valley"
minecraft:potted_mangrove_propagule               | [block] "Potted Mangrove Propagule"
minecraft:potted_oak_sapling                      | [block] "Potted Oak Sapling"
minecraft:potted_open_eyeblossom                  | [block] "Potted Open Eyeblossom"
minecraft:potted_orange_tulip                     | [block] "Potted Orange Tulip"
minecraft:potted_oxeye_daisy                      | [block] "Potted Oxeye Daisy"
minecraft:potted_pale_oak_sapling                 | [block] "Potted Pale Oak Sapling"
minecraft:potted_pink_tulip                       | [block] "Potted Pink Tulip"
minecraft:potted_poppy                            | [block] "Potted Poppy"
minecraft:potted_red_mushroom                     | [block] "Potted Red Mushroom"
minecraft:potted_red_tulip                        | [block] "Potted Red Tulip"
minecraft:potted_spruce_sapling                   | [block] "Potted Spruce Sapling"
minecraft:potted_torchflower                      | [block] "Potted Torchflower"
minecraft:potted_warped_fungus                    | [block] "Potted Warped Fungus"
minecraft:potted_warped_roots                     | [block] "Potted Warped Roots"
minecraft:potted_white_tulip                      | [block] "Potted White Tulip"
minecraft:potted_wither_rose                      | [block] "Potted Wither Rose"
minecraft:powder_snow                             | [block] "Powder Snow"
minecraft:powder_snow_cauldron                    | [block] "Powder Snow Cauldron"
minecraft:powered_rail                            | [block] "Powered Rail"
minecraft:prismarine                              | [block] "Prismarine"
minecraft:prismarine_brick_slab                   | [block] "Prismarine Brick Slab"
minecraft:prismarine_brick_stairs                 | [block] "Prismarine Brick Stairs"
minecraft:prismarine_bricks                       | [block] "Prismarine Bricks"
minecraft:prismarine_slab                         | [block] "Prismarine Slab"
minecraft:prismarine_stairs                       | [block] "Prismarine Stairs"
minecraft:prismarine_wall                         | [block] "Prismarine Wall"
minecraft:pumpkin                                 | [block] "Pumpkin"
minecraft:pumpkin_stem                            | [block] "Pumpkin Stem"
minecraft:purple_banner                           | [block] "Purple Banner"
minecraft:purple_bed                              | [block] "Purple Bed"
minecraft:purple_candle                           | [block] "Purple Candle"
minecraft:purple_candle_cake                      | [block] "Cake with Purple Candle"
minecraft:purple_carpet                           | [block] "Purple Carpet"
minecraft:purple_concrete                         | [block] "Purple Concrete"
minecraft:purple_concrete_powder                  | [block] "Purple Concrete Powder"
minecraft:purple_glazed_terracotta                | [block] "Purple Glazed Terracotta"
minecraft:purple_shulker_box                      | [block] "Purple Shulker Box"
minecraft:purple_stained_glass                    | [block] "Purple Stained Glass"
minecraft:purple_stained_glass_pane               | [block] "Purple Stained Glass Pane"
minecraft:purple_terracotta                       | [block] "Purple Terracotta"
minecraft:purple_wool                             | [block] "Purple Wool"
minecraft:purpur_block                            | [block] "Purpur Block"
minecraft:purpur_pillar                           | [block] "Purpur Pillar"
minecraft:purpur_slab                             | [block] "Purpur Slab"
minecraft:purpur_stairs                           | [block] "Purpur Stairs"
minecraft:quartz_block                            | [block] "Block of Quartz"
minecraft:quartz_bricks                           | [block] "Quartz Bricks"
minecraft:quartz_pillar                           | [block] "Quartz Pillar"
minecraft:quartz_slab                             | [block] "Quartz Slab"
minecraft:quartz_stairs                           | [block] "Quartz Stairs"
minecraft:rail                                    | [block] "Rail"
minecraft:raw_copper_block                        | [block] "Block of Raw Copper"
minecraft:raw_gold_block                          | [block] "Block of Raw Gold"
minecraft:raw_iron_block                          | [block] "Block of Raw Iron"
minecraft:red_banner                              | [block] "Red Banner"
minecraft:red_bed                                 | [block] "Red Bed"
minecraft:red_candle                              | [block] "Red Candle"
minecraft:red_candle_cake                         | [block] "Cake with Red Candle"
minecraft:red_carpet                              | [block] "Red Carpet"
minecraft:red_concrete                            | [block] "Red Concrete"
minecraft:red_concrete_powder                     | [block] "Red Concrete Powder"
minecraft:red_glazed_terracotta                   | [block] "Red Glazed Terracotta"
minecraft:red_mushroom                            | [block] "Red Mushroom"
minecraft:red_mushroom_block                      | [block] "Red Mushroom Block"
minecraft:red_nether_brick_slab                   | [block] "Red Nether Brick Slab"
minecraft:red_nether_brick_stairs                 | [block] "Red Nether Brick Stairs"
minecraft:red_nether_brick_wall                   | [block] "Red Nether Brick Wall"
minecraft:red_nether_bricks                       | [block] "Red Nether Bricks"
minecraft:red_sand                                | [block] "Red Sand"
minecraft:red_sandstone                           | [block] "Red Sandstone"
minecraft:red_sandstone_slab                      | [block] "Red Sandstone Slab"
minecraft:red_sandstone_stairs                    | [block] "Red Sandstone Stairs"
minecraft:red_sandstone_wall                      | [block] "Red Sandstone Wall"
minecraft:red_shulker_box                         | [block] "Red Shulker Box"
minecraft:red_stained_glass                       | [block] "Red Stained Glass"
minecraft:red_stained_glass_pane                  | [block] "Red Stained Glass Pane"
minecraft:red_terracotta                          | [block] "Red Terracotta"
minecraft:red_tulip                               | [block] "Red Tulip"
minecraft:red_wool                                | [block] "Red Wool"
minecraft:redstone_block                          | [block] "Block of Redstone"
minecraft:redstone_lamp                           | [block] "Redstone Lamp"
minecraft:redstone_ore                            | [block] "Redstone Ore"
minecraft:redstone_torch                          | [block] "Redstone Torch"
minecraft:redstone_wall_torch                     | [block] "Redstone Wall Torch"
minecraft:redstone_wire                           | [block] "Redstone Wire"
minecraft:reinforced_deepslate                    | [block] "Reinforced Deepslate"
minecraft:repeater                                | [block] "Redstone Repeater"
minecraft:repeating_command_block                 | [block] "Repeating Command Block"
minecraft:resin_block                             | [block] "Block of Resin"
minecraft:resin_brick_slab                        | [block] "Resin Brick Slab"
minecraft:resin_brick_stairs                      | [block] "Resin Brick Stairs"
minecraft:resin_brick_wall                        | [block] "Resin Brick Wall"
minecraft:resin_bricks                            | [block] "Resin Bricks"
minecraft:resin_clump                             | [block] "Resin Clump"
minecraft:respawn_anchor                          | [block] "Respawn Anchor"
minecraft:rooted_dirt                             | [block] "Rooted Dirt"
minecraft:rose_bush                               | [block] "Rose Bush"
minecraft:sand                                    | [block] "Sand"
minecraft:sandstone                               | [block] "Sandstone"
minecraft:sandstone_slab                          | [block] "Sandstone Slab"
minecraft:sandstone_stairs                        | [block] "Sandstone Stairs"
minecraft:sandstone_wall                          | [block] "Sandstone Wall"
minecraft:scaffolding                             | [block] "Scaffolding"
minecraft:sculk                                   | [block] "Sculk"
minecraft:sculk_catalyst                          | [block] "Sculk Catalyst"
minecraft:sculk_sensor                            | [block] "Sculk Sensor"
minecraft:sculk_shrieker                          | [block] "Sculk Shrieker"
minecraft:sculk_vein                              | [block] "Sculk Vein"
minecraft:sea_lantern                             | [block] "Sea Lantern"
minecraft:sea_pickle                              | [block] "Sea Pickle"
minecraft:seagrass                                | [block] "Seagrass"
minecraft:set_spawn                               | [block] "Respawn point set"
minecraft:short_dry_grass                         | [block] "Short Dry Grass"
minecraft:short_grass                             | [block] "Short Grass"
minecraft:shroomlight                             | [block] "Shroomlight"
minecraft:shulker_box                             | [block] "Shulker Box"
minecraft:skeleton_skull                          | [block] "Skeleton Skull"
minecraft:skeleton_wall_skull                     | [block] "Skeleton Wall Skull"
minecraft:slime_block                             | [block] "Slime Block"
minecraft:small_amethyst_bud                      | [block] "Small Amethyst Bud"
minecraft:small_dripleaf                          | [block] "Small Dripleaf"
minecraft:smithing_table                          | [block] "Smithing Table"
minecraft:smoker                                  | [block] "Smoker"
minecraft:smooth_basalt                           | [block] "Smooth Basalt"
minecraft:smooth_quartz                           | [block] "Smooth Quartz Block"
minecraft:smooth_quartz_slab                      | [block] "Smooth Quartz Slab"
minecraft:smooth_quartz_stairs                    | [block] "Smooth Quartz Stairs"
minecraft:smooth_red_sandstone                    | [block] "Smooth Red Sandstone"
minecraft:smooth_red_sandstone_slab               | [block] "Smooth Red Sandstone Slab"
minecraft:smooth_red_sandstone_stairs             | [block] "Smooth Red Sandstone Stairs"
minecraft:smooth_sandstone                        | [block] "Smooth Sandstone"
minecraft:smooth_sandstone_slab                   | [block] "Smooth Sandstone Slab"
minecraft:smooth_sandstone_stairs                 | [block] "Smooth Sandstone Stairs"
minecraft:smooth_stone                            | [block] "Smooth Stone"
minecraft:smooth_stone_slab                       | [block] "Smooth Stone Slab"
minecraft:sniffer_egg                             | [block] "Sniffer Egg"
minecraft:snow                                    | [block] "Snow"
minecraft:snow_block                              | [block] "Snow Block"
minecraft:soul_campfire                           | [block] "Soul Campfire"
minecraft:soul_fire                               | [block] "Soul Fire"
minecraft:soul_lantern                            | [block] "Soul Lantern"
minecraft:soul_sand                               | [block] "Soul Sand"
minecraft:soul_soil                               | [block] "Soul Soil"
minecraft:soul_torch                              | [block] "Soul Torch"
minecraft:soul_wall_torch                         | [block] "Soul Wall Torch"
minecraft:spawn                                   | [block] "You have no home bed or charged respawn anchor, or it was obstructed"
minecraft:spawner                                 | [block] "Monster Spawner"
minecraft:spawner                                 | [block] "Interact with Spawn Egg:"
minecraft:spawner                                 | [block] "Sets Mob Type"
minecraft:sponge                                  | [block] "Sponge"
minecraft:spore_blossom                           | [block] "Spore Blossom"
minecraft:spruce_button                           | [block] "Spruce Button"
minecraft:spruce_door                             | [block] "Spruce Door"
minecraft:spruce_fence                            | [block] "Spruce Fence"
minecraft:spruce_fence_gate                       | [block] "Spruce Fence Gate"
minecraft:spruce_hanging_sign                     | [block] "Spruce Hanging Sign"
minecraft:spruce_leaves                           | [block] "Spruce Leaves"
minecraft:spruce_log                              | [block] "Spruce Log"
minecraft:spruce_planks                           | [block] "Spruce Planks"
minecraft:spruce_pressure_plate                   | [block] "Spruce Pressure Plate"
minecraft:spruce_sapling                          | [block] "Spruce Sapling"
minecraft:spruce_sign                             | [block] "Spruce Sign"
minecraft:spruce_slab                             | [block] "Spruce Slab"
minecraft:spruce_stairs                           | [block] "Spruce Stairs"
minecraft:spruce_trapdoor                         | [block] "Spruce Trapdoor"
minecraft:spruce_wall_hanging_sign                | [block] "Spruce Wall Hanging Sign"
minecraft:spruce_wall_sign                        | [block] "Spruce Wall Sign"
minecraft:spruce_wood                             | [block] "Spruce Wood"
minecraft:sticky_piston                           | [block] "Sticky Piston"
minecraft:stone                                   | [block] "Stone"
minecraft:stone_brick_slab                        | [block] "Stone Brick Slab"
minecraft:stone_brick_stairs                      | [block] "Stone Brick Stairs"
minecraft:stone_brick_wall                        | [block] "Stone Brick Wall"
minecraft:stone_bricks                            | [block] "Stone Bricks"
minecraft:stone_button                            | [block] "Stone Button"
minecraft:stone_pressure_plate                    | [block] "Stone Pressure Plate"
minecraft:stone_slab                              | [block] "Stone Slab"
minecraft:stone_stairs                            | [block] "Stone Stairs"
minecraft:stonecutter                             | [block] "Stonecutter"
minecraft:stripped_acacia_log                     | [block] "Stripped Acacia Log"
minecraft:stripped_acacia_wood                    | [block] "Stripped Acacia Wood"
minecraft:stripped_bamboo_block                   | [block] "Block of Stripped Bamboo"
minecraft:stripped_birch_log                      | [block] "Stripped Birch Log"
minecraft:stripped_birch_wood                     | [block] "Stripped Birch Wood"
minecraft:stripped_cherry_log                     | [block] "Stripped Cherry Log"
minecraft:stripped_cherry_wood                    | [block] "Stripped Cherry Wood"
minecraft:stripped_crimson_hyphae                 | [block] "Stripped Crimson Hyphae"
minecraft:stripped_crimson_stem                   | [block] "Stripped Crimson Stem"
minecraft:stripped_dark_oak_log                   | [block] "Stripped Dark Oak Log"
minecraft:stripped_dark_oak_wood                  | [block] "Stripped Dark Oak Wood"
minecraft:stripped_jungle_log                     | [block] "Stripped Jungle Log"
minecraft:stripped_jungle_wood                    | [block] "Stripped Jungle Wood"
minecraft:stripped_mangrove_log                   | [block] "Stripped Mangrove Log"
minecraft:stripped_mangrove_wood                  | [block] "Stripped Mangrove Wood"
minecraft:stripped_oak_log                        | [block] "Stripped Oak Log"
minecraft:stripped_oak_wood                       | [block] "Stripped Oak Wood"
minecraft:stripped_pale_oak_log                   | [block] "Stripped Pale Oak Log"
minecraft:stripped_pale_oak_wood                  | [block] "Stripped Pale Oak Wood"
minecraft:stripped_spruce_log                     | [block] "Stripped Spruce Log"
minecraft:stripped_spruce_wood                    | [block] "Stripped Spruce Wood"
minecraft:stripped_warped_hyphae                  | [block] "Stripped Warped Hyphae"
minecraft:stripped_warped_stem                    | [block] "Stripped Warped Stem"
minecraft:structure_block                         | [block] "Structure Block"
minecraft:structure_void                          | [block] "Structure Void"
minecraft:sugar_cane                              | [block] "Sugar Cane"
minecraft:sunflower                               | [block] "Sunflower"
minecraft:suspicious_gravel                       | [block] "Suspicious Gravel"
minecraft:suspicious_sand                         | [block] "Suspicious Sand"
minecraft:sweet_berry_bush                        | [block] "Sweet Berry Bush"
minecraft:tall_dry_grass                          | [block] "Tall Dry Grass"
minecraft:tall_grass                              | [block] "Tall Grass"
minecraft:tall_seagrass                           | [block] "Tall Seagrass"
minecraft:target                                  | [block] "Target"
minecraft:terracotta                              | [block] "Terracotta"
minecraft:test_block                              | [block] "Test Block"
minecraft:test_instance_block                     | [block] "Test Instance Block"
minecraft:tinted_glass                            | [block] "Tinted Glass"
minecraft:tnt                                     | [block] "TNT"
minecraft:tnt                                     | [block] "TNT explosions are disabled"
minecraft:torch                                   | [block] "Torch"
minecraft:torchflower                             | [block] "Torchflower"
minecraft:torchflower_crop                        | [block] "Torchflower Crop"
minecraft:trapped_chest                           | [block] "Trapped Chest"
minecraft:trial_spawner                           | [block] "Trial Spawner"
minecraft:tripwire                                | [block] "Tripwire"
minecraft:tripwire_hook                           | [block] "Tripwire Hook"
minecraft:tube_coral                              | [block] "Tube Coral"
minecraft:tube_coral_block                        | [block] "Tube Coral Block"
minecraft:tube_coral_fan                          | [block] "Tube Coral Fan"
minecraft:tube_coral_wall_fan                     | [block] "Tube Coral Wall Fan"
minecraft:tuff                                    | [block] "Tuff"
minecraft:tuff_brick_slab                         | [block] "Tuff Brick Slab"
minecraft:tuff_brick_stairs                       | [block] "Tuff Brick Stairs"
minecraft:tuff_brick_wall                         | [block] "Tuff Brick Wall"
minecraft:tuff_bricks                             | [block] "Tuff Bricks"
minecraft:tuff_slab                               | [block] "Tuff Slab"
minecraft:tuff_stairs                             | [block] "Tuff Stairs"
minecraft:tuff_wall                               | [block] "Tuff Wall"
minecraft:turtle_egg                              | [block] "Turtle Egg"
minecraft:twisting_vines                          | [block] "Twisting Vines"
minecraft:twisting_vines_plant                    | [block] "Twisting Vines Plant"
minecraft:vault                                   | [block] "Vault"
minecraft:verdant_froglight                       | [block] "Verdant Froglight"
minecraft:vine                                    | [block] "Vines"
minecraft:void_air                                | [block] "Void Air"
minecraft:wall_torch                              | [block] "Wall Torch"
minecraft:warped_button                           | [block] "Warped Button"
minecraft:warped_door                             | [block] "Warped Door"
minecraft:warped_fence                            | [block] "Warped Fence"
minecraft:warped_fence_gate                       | [block] "Warped Fence Gate"
minecraft:warped_fungus                           | [block] "Warped Fungus"
minecraft:warped_hanging_sign                     | [block] "Warped Hanging Sign"
minecraft:warped_hyphae                           | [block] "Warped Hyphae"
minecraft:warped_nylium                           | [block] "Warped Nylium"
minecraft:warped_planks                           | [block] "Warped Planks"
minecraft:warped_pressure_plate                   | [block] "Warped Pressure Plate"
minecraft:warped_roots                            | [block] "Warped Roots"
minecraft:warped_sign                             | [block] "Warped Sign"
minecraft:warped_slab                             | [block] "Warped Slab"
minecraft:warped_stairs                           | [block] "Warped Stairs"
minecraft:warped_stem                             | [block] "Warped Stem"
minecraft:warped_trapdoor                         | [block] "Warped Trapdoor"
minecraft:warped_wall_hanging_sign                | [block] "Warped Wall Hanging Sign"
minecraft:warped_wall_sign                        | [block] "Warped Wall Sign"
minecraft:warped_wart_block                       | [block] "Warped Wart Block"
minecraft:water                                   | [block] "Water"
minecraft:water_cauldron                          | [block] "Water Cauldron"
minecraft:waxed_chiseled_copper                   | [block] "Waxed Chiseled Copper"
minecraft:waxed_copper_block                      | [block] "Waxed Block of Copper"
minecraft:waxed_copper_bulb                       | [block] "Waxed Copper Bulb"
minecraft:waxed_copper_door                       | [block] "Waxed Copper Door"
minecraft:waxed_copper_grate                      | [block] "Waxed Copper Grate"
minecraft:waxed_copper_trapdoor                   | [block] "Waxed Copper Trapdoor"
minecraft:waxed_cut_copper                        | [block] "Waxed Cut Copper"
minecraft:waxed_cut_copper_slab                   | [block] "Waxed Cut Copper Slab"
minecraft:waxed_cut_copper_stairs                 | [block] "Waxed Cut Copper Stairs"
minecraft:waxed_exposed_chiseled_copper           | [block] "Waxed Exposed Chiseled Copper"
minecraft:waxed_exposed_copper                    | [block] "Waxed Exposed Copper"
minecraft:waxed_exposed_copper_bulb               | [block] "Waxed Exposed Copper Bulb"
minecraft:waxed_exposed_copper_door               | [block] "Waxed Exposed Copper Door"
minecraft:waxed_exposed_copper_grate              | [block] "Waxed Exposed Copper Grate"
minecraft:waxed_exposed_copper_trapdoor           | [block] "Waxed Exposed Copper Trapdoor"
minecraft:waxed_exposed_cut_copper                | [block] "Waxed Exposed Cut Copper"
minecraft:waxed_exposed_cut_copper_slab           | [block] "Waxed Exposed Cut Copper Slab"
minecraft:waxed_exposed_cut_copper_stairs         | [block] "Waxed Exposed Cut Copper Stairs"
minecraft:waxed_oxidized_chiseled_copper          | [block] "Waxed Oxidized Chiseled Copper"
